message;severity;node;stamp;topics;location
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.111171487";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.272132";"2";"/pure_pursuit";"1536981862.077870200";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"lateral accel = -1.272132";"2";"/pure_pursuit";"1536981862.077870200";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.077856751";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.077828958";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.077856751";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.077828958";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.263315";"2";"/pure_pursuit";"1536981862.044551846";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.044538180";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.044512906";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.263315";"2";"/pure_pursuit";"1536981862.044551846";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.044538180";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.044512906";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.249461";"2";"/pure_pursuit";"1536981862.011175322";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.011167006";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.011149029";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.249461";"2";"/pure_pursuit";"1536981862.011175322";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163236";"2";"/pure_pursuit";"1536981862.011167006";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981862.011149029";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.241137";"2";"/pure_pursuit";"1536981861.977850038";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.977843451";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.977823114";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.241137";"2";"/pure_pursuit";"1536981861.977850038";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.977843451";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.977823114";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.236113";"2";"/pure_pursuit";"1536981861.944538878";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.944530506";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.944511545";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.236113";"2";"/pure_pursuit";"1536981861.944538878";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.944530506";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.944511545";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.227319";"2";"/pure_pursuit";"1536981861.911203466";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.911189015";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.911158610";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.227319";"2";"/pure_pursuit";"1536981861.911203466";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.162805";"2";"/pure_pursuit";"1536981861.911189015";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.911158610";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.229097";"2";"/pure_pursuit";"1536981861.877872111";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.877864466";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lateral accel = -1.229097";"2";"/pure_pursuit";"1536981861.877872111";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.877864466";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.877844567";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.877844567";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.226573";"2";"/pure_pursuit";"1536981861.844581209";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.844566425";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.844532821";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.226573";"2";"/pure_pursuit";"1536981861.844581209";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.844566425";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.844532821";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.221525";"2";"/pure_pursuit";"1536981861.811182863";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.811176717";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.811158897";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.221525";"2";"/pure_pursuit";"1536981861.811182863";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.163543";"2";"/pure_pursuit";"1536981861.811176717";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.811158897";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.241201";"2";"/pure_pursuit";"1536981861.777852905";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.777842501";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.777821227";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.241201";"2";"/pure_pursuit";"1536981861.777852905";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.777842501";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.777821227";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.238634";"2";"/pure_pursuit";"1536981861.744539006";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.744526548";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.744501288";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.237350";"2";"/pure_pursuit";"1536981861.711199343";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"lateral accel = -1.238634";"2";"/pure_pursuit";"1536981861.744539006";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.744526548";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.744501288";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.237350";"2";"/pure_pursuit";"1536981861.711199343";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.711186772";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.711156776";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"kappa :-0.166349";"2";"/pure_pursuit";"1536981861.711186772";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.711156776";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.249357";"2";"/pure_pursuit";"1536981861.677837055";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.677830285";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.677812803";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.249357";"2";"/pure_pursuit";"1536981861.677837055";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.677830285";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.677812803";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.245453";"2";"/pure_pursuit";"1536981861.644542423";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.644531837";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.644505934";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.245453";"2";"/pure_pursuit";"1536981861.644542423";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.644531837";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.644505934";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.246754";"2";"/pure_pursuit";"1536981861.611168117";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.611160984";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.611141462";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.246754";"2";"/pure_pursuit";"1536981861.611168117";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.168663";"2";"/pure_pursuit";"1536981861.611160984";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.611141462";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.257508";"2";"/pure_pursuit";"1536981861.577845585";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.170474";"2";"/pure_pursuit";"1536981861.577837943";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.577818111";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.254877";"2";"/pure_pursuit";"1536981861.544560165";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.170474";"2";"/pure_pursuit";"1536981861.544546479";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.544518983";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.250931";"2";"/pure_pursuit";"1536981861.511188693";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.170474";"2";"/pure_pursuit";"1536981861.511175855";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.511153860";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.257508";"2";"/pure_pursuit";"1536981861.577845585";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.170474";"2";"/pure_pursuit";"1536981861.577837943";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
"lookahead distance: 6.000000";"2";"/pure_pursuit";"1536981861.577818111";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcLookaheadDistance:80"
"lateral accel = -1.254877";"2";"/pure_pursuit";"1536981861.544560165";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:TwistStamped waypoint_follower::PurePursuit::outputTwist:339"
"kappa :-0.170474";"2";"/pure_pursuit";"1536981861.544546479";"/rosout,/twist_cmd";"/home/udacity/Git/carnd_cap_autogradr/submissions/1451056/ros/src/waypoint_follower/src/pure_pursuit_core.cpp:PurePursuit::calcCurvature:100"
